!omamer-version: 2.1.0
!query-md5: b1022a2eef4c4ef7c94a073929431510
!date-run: 2025-08-14T14:31:03.907264
!db-path: omamer_databases/Saccharomyceta.h5
!db-info-source: OMA / All.Jul2024
!db-info-root_level: saccharomyceta
!db-info-database_hash: cff59319f81d8a72e30d5c49daa09a9a
qseqid	hogid	hoglevel	family_p	family_count	family_normcount	subfamily_score	subfamily_count	qseqlen	subfamily_medianseqlen	qseq_overlap
tr|A7EZM1|A7EZM1_SCLS1	HOG:E0794678	saccharomyceta	5186.457545970848	1010	1.0	0.9997930056225584	1010	1016	976	1.0
tr|A7EZM2|A7EZM2_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	36	N/A	N/A
tr|A7EZM3|A7EZM3_SCLS1	HOG:E0802090.2a	saccharomyceta	7386.426606119237	1402	1.0	0.9997600540385916	1402	1409	1417	1.0
tr|A7EZM4|A7EZM4_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	92	N/A	N/A
tr|A7EZM5|A7EZM5_SCLS1	HOG:E0475491	Pezizomycotina	3310.733084425256	513	1.0	0.9999541367365851	513	519	516	1.0
tr|A7EZM6|A7EZM6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	143	N/A	N/A
tr|A7EZM7|A7EZM7_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	74	N/A	N/A
tr|A7EZM8|A7EZM8_SCLS1	HOG:E0815618	saccharomyceta	1206.4201784124584	177	1.0	0.9999704213140876	177	183	241	1.0
tr|A7EZM9|A7EZM9_SCLS1	HOG:E0799620.1a.3a	sordariomyceta	3376.1828937340656	498	1.0	0.9999848564400547	309	505	498	1.0
tr|A7EZN0|A7EZN0_SCLS1	HOG:E0474966	Pezizomycotina	1527.0644825432612	208	1.0	0.9999671581292598	208	214	202	1.0
tr|A7EZN1|A7EZN1_SCLS1	HOG:E0442115	Helotiales	2883.629136591029	302	1.0	0.9999965863513185	302	308	347	1.0
tr|A7EZN2|A7EZN2_SCLS1	HOG:E0802686.3a.3d	saccharomyceta	3217.0473394359215	533	1.0	0.9999043394703276	533	539	528	1.0
tr|A7EZN3|A7EZN3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	120	N/A	N/A
tr|A7EZN4|A7EZN4_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	91	N/A	N/A
tr|A7EZN5|A7EZN5_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	690	N/A	N/A
tr|A7EZN6|A7EZN6_SCLS1	HOG:E0801597.10t.190b.197b.162d.110a	Helotiales	2303.8302603237403	328	1.0	0.9999983010123183	188	334	333	1.0
tr|A7EZN7|A7EZN7_SCLS1	HOG:E0802423.5a.2b	saccharomyceta	2021.7921609728078	323	1.0	0.9999421309749227	323	329	353	1.0
tr|A7EZN8|A7EZN8_SCLS1	HOG:E0478777.1b.3a	sordariomyceta	220.25007502935327	50	0.32367089972721735	0.3246725034780672	50	160	321	0.7672955974842768
tr|A7EZN9|A7EZN9_SCLS1	HOG:E0478777.1b.3a	sordariomyceta	185.71326829701692	42	0.3377261260666331	0.3223112283895194	39	130	321	1.0
tr|A7EZP0|A7EZP0_SCLS1	HOG:E0475386	Pezizomycotina	740.0763848342715	91	1.0	0.999988577285771	91	97	95	1.0
tr|A7EZP1|A7EZP1_SCLS1	HOG:E0475137.1b	leotiomyceta	3222.4228839030156	552	1.0	0.9999325953281927	477	558	567	1.0
tr|A7EZP2|A7EZP2_SCLS1	HOG:E0465646	leotiomyceta	40.018865175253126	47	0.06104571348230931	N/A	N/A	673	2071	0.9494047619047619
tr|A7EZP3|A7EZP3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	62	N/A	N/A
tr|A7EZP4|A7EZP4_SCLS1	HOG:E0441084	Sclerotiniaceae	3235.8216247713212	326	1.0	0.9999979624686475	326	332	334	1.0
tr|A7EZP5|A7EZP5_SCLS1	HOG:E0441293	Sclerotiniaceae	11456.119622371063	1344	1.0	0.9999922479768693	1344	1352	1261	1.0
tr|A7EZP6|A7EZP6_SCLS1	HOG:E0464131	sordariomyceta	1902.8233938217954	267	1.0	0.9999774837112222	267	273	276	1.0
tr|A7EZP7|A7EZP7_SCLS1	HOG:E0831276	saccharomyceta	1461.2666979898747	206	1.0	0.9999678070046291	206	212	207	1.0
sp|A7EZP8|UTP25_SCLS1	HOG:E0794976	saccharomyceta	3923.473349973078	717	1.0	0.9998436273053476	717	725	717	1.0
tr|A7EZP9|A7EZP9_SCLS1	HOG:E0801478	saccharomyceta	2376.441082122984	355	1.0	0.9999579234102371	355	369	348	1.0
tr|A7EZQ0|A7EZQ0_SCLS1	HOG:E0466074	leotiomyceta	4321.162357161963	754	1.0	0.9998746698791703	754	766	799	1.0
tr|A7EZQ1|A7EZQ1_SCLS1	HOG:E0485129	saccharomyceta	118.84223767535359	25	0.4538198326712075	0.45451586959021495	25	61	300	0.5666666666666667
tr|A7EZQ2|A7EZQ2_SCLS1	HOG:E0792978.1c	saccharomyceta	1341.2598434910017	202	1.0	0.9999696439175101	202	208	208	1.0
tr|A7EZQ3|A7EZQ3_SCLS1	HOG:E0466064	leotiomyceta	16.95088779616702	23	0.015509197916211165	N/A	N/A	1286	801	0.7859922178988327
tr|A7EZQ4|A7EZQ4_SCLS1	HOG:E0474535	Pezizomycotina	1697.5601608875045	218	1.0	0.9999772799580867	218	224	234	1.0
tr|A7EZQ5|A7EZQ5_SCLS1	HOG:E0801870.9l	saccharomyceta	262.5872195860296	52	0.37084736351180364	0.37138604658191104	52	146	245	0.9310344827586207
tr|A7EZQ6|A7EZQ6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	190	N/A	N/A
tr|A7EZQ7|A7EZQ7_SCLS1	HOG:E0441294	Sclerotiniaceae	4730.543873111431	499	1.0	0.999996928029653	499	505	553	1.0
tr|A7EZQ8|A7EZQ8_SCLS1	HOG:E0477497.1a	sordariomyceta	1075.0473650031258	157	1.0	0.9999892481037855	115	163	156	1.0
tr|A7EZQ9|A7EZQ9_SCLS1	HOG:E0475278.1a	leotiomyceta	2450.3455366766107	375	1.0	0.9999745089154473	360	381	339	1.0
tr|A7EZR0|A7EZR0_SCLS1	HOG:E0465115	sordariomyceta	1320.1376964048966	164	1.0	0.9999966584485818	164	175	174	1.0
tr|A7EZR1|A7EZR1_SCLS1	HOG:E0801468.10ifk.5967b	Helotiales	2261.333650783474	326	1.0	0.999999028254278	202	332	323	1.0
tr|A7EZR2|A7EZR2_SCLS1	HOG:E0465376.1b	Sclerotiniaceae	1128.7521321075117	126	1.0	0.9999999028254278	31	132	131	1.0
tr|A7EZR3|A7EZR3_SCLS1	HOG:E0793108.5b	saccharomyceta	2462.579793274255	338	1.0	0.9999729572569557	338	344	340	1.0
tr|A7EZR4|A7EZR4_SCLS1	HOG:E1033108.3b.8b	saccharomyceta	1411.2959815942006	197	1.0	0.9999705028153417	197	203	195	1.0
tr|A7EZR5|A7EZR5_SCLS1	HOG:E0476342.2c	leotiomyceta	483.17595077630943	62	1.0	0.9999997335535923	50	68	67	1.0
tr|A7EZR6|A7EZR6_SCLS1	HOG:E0464168	sordariomyceta	2093.4236532193163	276	1.0	0.9999749226910449	276	282	282	1.0
tr|A7EZR7|A7EZR7_SCLS1	HOG:E0801468.10gtm	saccharomyceta	2335.175264341279	335	1.0	0.9999661080169473	335	341	326	1.0
tr|A7EZR8|A7EZR8_SCLS1	HOG:E0441295	Sclerotiniaceae	6368.722555005934	677	1.0	0.999996087939803	677	683	661	1.0
tr|A7EZR9|A7EZR9_SCLS1	HOG:E0830911.1a.2b.1a	Leotiomycetes	1061.8788971177921	168	1.0	0.9999981317404829	137	174	171	1.0
tr|A7EZS0|A7EZS0_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	74	N/A	N/A
tr|A7EZS1|A7EZS1_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	87	N/A	N/A
tr|A7EZS2|A7EZS2_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	102	N/A	N/A
tr|A7EZS3|A7EZS3_SCLS1	HOG:E0441296	Sclerotiniaceae	6523.9601110901995	734	1.0	0.9999951475407172	734	740	786	1.0
tr|A7EZS4|A7EZS4_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	115	N/A	N/A
sp|A7EZS5|BGALC_SCLS1	HOG:E0814523.2d.3c	saccharomyceta	6538.254295960578	979	1.0	0.9999433002044528	979	985	985	1.0
tr|A7EZS6|A7EZS6_SCLS1	HOG:E0465681	leotiomyceta	15.401643354321067	13	0.044029075249986886	N/A	N/A	284	744	0.6466431095406361
tr|A7EZS7|A7EZS7_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	248	N/A	N/A
tr|A7EZS8|A7EZS8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	389	N/A	N/A
tr|A7EZS9|A7EZS9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	75	N/A	N/A
tr|A7EZT0|A7EZT0_SCLS1	HOG:E0478073.1a.2b	sordariomyceta	5158.314076034538	784	1.0	0.9999954108524611	599	790	789	1.0
tr|A7EZT1|A7EZT1_SCLS1	HOG:E0472125.1b	Helotiales	4947.378844640512	722	1.0	0.9999967838351266	628	728	724	1.0
tr|A7EZT2|A7EZT2_SCLS1	HOG:E0476447	Pezizomycotina	4361.761755206279	528	1.0	0.9999837875197606	528	534	600	1.0
tr|A7EZT3|A7EZT3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	48	N/A	N/A
tr|A7EZT4|A7EZT4_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	113	N/A	N/A
tr|A7EZT5|A7EZT5_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	50	N/A	N/A
tr|A7EZT6|A7EZT6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	32	N/A	N/A
tr|A7EZT7|A7EZT7_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	53	N/A	N/A
tr|A7EZT8|A7EZT8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	57	N/A	N/A
tr|A7EZT9|A7EZT9_SCLS1	HOG:E0793066.5ds	saccharomyceta	75.01491055669463	17	0.20938449881810994	0.17282528106933479	14	87	496	0.4418604651162791
tr|A7EZU0|A7EZU0_SCLS1	HOG:E0793066.5ds	saccharomyceta	330.733387968395	63	0.3083931036306398	0.2892014611710051	59	210	496	0.583732057416268
tr|A7EZU1|A7EZU1_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	1203	N/A	N/A
tr|A7EZU2|A7EZU2_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	67	N/A	N/A
tr|A7EZU3|A7EZU3_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	93	N/A	N/A
tr|A7EZU4|A7EZU4_SCLS1	HOG:E0441297	Sclerotiniaceae	2159.057349847889	208	1.0	0.9999985705933896	208	214	234	1.0
tr|A7EZU5|A7EZU5_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	126	N/A	N/A
tr|A7EZU6|A7EZU6_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	236	N/A	N/A
tr|A7EZU7|A7EZU7_SCLS1	HOG:E0466178.2a.1b	Sclerotiniaceae	2352.4826496321184	323	1.0	0.9999983919175632	298	329	345	1.0
tr|A7EZU8|A7EZU8_SCLS1	HOG:E0454630	Fusarium solani species complex	16.00184941143974	6	0.011196033052977132	N/A	N/A	539	1232	0.14684014869888476
tr|A7EZU9|A7EZU9_SCLS1	HOG:E0468022.2c	sordariomyceta	1855.8469573748787	213	1.0	0.9999988150971518	190	219	218	1.0
tr|A7EZV0|A7EZV0_SCLS1	HOG:E0814646.2a.1b	leotiomyceta	2557.515058489748	400	1.0	0.9999928655056024	371	406	381	1.0
tr|A7EZV1|A7EZV1_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	168	N/A	N/A
tr|A7EZV2|A7EZV2_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	63	N/A	N/A
tr|A7EZV3|A7EZV3_SCLS1	HOG:E0442103	Helotiales	5285.87486336367	613	1.0	0.9999938309819971	613	619	620	1.0
tr|A7EZV4|A7EZV4_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	39	N/A	N/A
tr|A7EZV5|A7EZV5_SCLS1	HOG:E0478262	saccharomyceta	145.01850832520307	38	0.4788410776042886	0.48082148136302977	38	85	931	0.9047619047619048
tr|A7EZV6|A7EZV6_SCLS1	HOG:E0465705	leotiomyceta	2729.369336768755	447	1.0	0.9999353318895323	447	453	424	1.0
tr|A7EZV7|A7EZV7_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	76	N/A	N/A
tr|A7EZV8|A7EZV8_SCLS1	HOG:E0802656.8n.26g.10c	Helotiales	4461.904486072287	531	1.0	0.9999978496207571	472	537	536	1.0
tr|A7EZV9|A7EZV9_SCLS1	HOG:E0832338.1a.1b	sordariomyceta	3289.6943796405253	542	1.0	0.9999971098401429	436	548	547	1.0
tr|A7EZW0|A7EZW0_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	127	N/A	N/A
tr|A7EZW1|A7EZW1_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	76	N/A	N/A
tr|A7EZW2|A7EZW2_SCLS1	HOG:E0472518	leotiomyceta	1405.0432428553984	381	0.25525019484475503	0.23966356654985965	355	1487	1294	0.990578734858681
tr|A7EZW3|A7EZW3_SCLS1	HOG:E0802745.3a.2a.2a	Pezizomycotina	2460.0839551443137	396	1.0	0.999958352859153	363	402	419	1.0
tr|A7EZW4|A7EZW4_SCLS1	HOG:E0814966.2c.3a	Pezizomycotina	2486.088025551074	365	1.0	0.9999952384459623	272	371	353	1.0
tr|A7EZW5|A7EZW5_SCLS1	HOG:E0803474.3b.3d	saccharomyceta	390.7756883023068	110	0.29247613748236895	0.22517015833344475	84	379	541	0.8888888888888888
tr|A7EZW6|A7EZW6_SCLS1	HOG:E0441298	Sclerotiniaceae	2970.9043189917325	290	1.0	0.9999981380098101	290	296	304	1.0
tr|A7EZW7|A7EZW7_SCLS1	HOG:E0442100	Helotiales	6306.814706999334	688	1.0	0.9999933607824542	688	694	752	1.0
tr|A7EZW8|A7EZW8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	467	N/A	N/A
tr|A7EZW9|A7EZW9_SCLS1	HOG:E0796085.1b	saccharomyceta	3086.379981570153	533	1.0	0.9998965592352244	533	539	595	1.0
tr|A7EZX0|A7EZX0_SCLS1	HOG:E0803586.2a.2c.1a.2b	Pezizomycotina	3816.4133594276095	732	1.0	0.9998701402902404	709	738	719	1.0
tr|A7EZX1|A7EZX1_SCLS1	HOG:E0804337	saccharomyceta	770.5516434733103	93	1.0	0.9999879911036742	93	99	79	1.0
tr|A7EZX2|A7EZX2_SCLS1	HOG:E1037889	saccharomyceta	44.465600208772855	14	0.06490272930476343	N/A	N/A	220	406	0.9360730593607306
tr|A7EZX3|A7EZX3_SCLS1	HOG:E1027326.3a.8a.13a.5a	Pezizomycotina	3004.293398822445	428	1.0	0.9999698382666544	242	434	458	1.0
tr|A7EZX4|A7EZX4_SCLS1	HOG:E0467047	leotiomyceta	87.9968905648907	19	0.2154801168623785	0.21587817058714942	19	94	660	0.3225806451612903
tr|A7EZX5|A7EZX5_SCLS1	HOG:E0441085	Sclerotiniaceae	1908.1670438686142	186	1.0	0.9999988621171062	186	192	186	1.0
tr|A7EZX6|A7EZX6_SCLS1	HOG:E0819717.5j.17a.23a	leotiomyceta	3385.3712639039086	540	1.0	0.999953954926095	394	546	508	1.0
tr|A7EZX7|A7EZX7_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	117	N/A	N/A
tr|A7EZX8|A7EZX8_SCLS1	HOG:E0802266.2c.11a	Pezizomycotina	4123.865144465943	702	1.0	0.9999481777410445	441	708	704	1.0
tr|A7EZX9|A7EZX9_SCLS1	HOG:E0479854.1c	leotiomyceta	3980.5461741768145	581	1.0	0.9999638322511597	371	587	567	1.0
tr|A7EZY0|A7EZY0_SCLS1	HOG:E0465879.4a	sordariomyceta	1971.513240375398	288	1.0	0.9999975016730954	282	294	292	1.0
tr|A7EZY1|A7EZY1_SCLS1	HOG:E0441299	Sclerotiniaceae	10648.76129452407	1219	1.0	0.9999929846228198	1219	1225	1152	1.0
tr|A7EZY2|A7EZY2_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	204	N/A	N/A
tr|A7EZY3|A7EZY3_SCLS1	HOG:E0801762.9v.100g.152a.141a	Sclerotiniaceae	2946.2968336233184	332	1.0	0.9999987962891701	212	338	337	1.0
tr|A7EZY4|A7EZY4_SCLS1	HOG:E0441300	Sclerotiniaceae	4174.193794647184	419	1.0	0.9999970346082161	419	425	493	1.0
tr|A7EZY5|A7EZY5_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	99	N/A	N/A
tr|A7EZY6|A7EZY6_SCLS1	HOG:E0469160	leotiomyceta	16.12281747178217	7	0.03040204275695052	N/A	N/A	234	382	0.38626609442060084
tr|A7EZY7|A7EZY7_SCLS1	HOG:E0469009	leotiomyceta	1806.1988774365598	206	1.0	0.9999888280588606	206	212	251	1.0
tr|A7EZY8|A7EZY8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	49	N/A	N/A
tr|A7EZY9|A7EZY9_SCLS1	HOG:E0468668.3e.3b	Leotiomycetes	1522.0868237970735	192	1.0	0.9999994357605486	180	198	197	1.0
tr|A7EZZ0|A7EZZ0_SCLS1	HOG:E0441086	Sclerotiniaceae	3765.078886164041	367	1.0	0.999998097259183	367	373	372	1.0
tr|A7EZZ1|A7EZZ1_SCLS1	HOG:E0441087	Sclerotiniaceae	2075.738808516414	189	1.0	0.9999988683864334	189	195	188	1.0
tr|A7EZZ2|A7EZZ2_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	67	N/A	N/A
tr|A7EZZ3|A7EZZ3_SCLS1	HOG:E0469834.1b.1a	Helotiales	3029.22341440141	439	1.0	0.9999966302366092	367	445	444	1.0
tr|A7EZZ4|A7EZZ4_SCLS1	HOG:E0442202	Helotiales	2610.918759506702	260	1.0	0.9999978308127755	260	266	265	1.0
tr|A7EZZ5|A7EZZ5_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	74	N/A	N/A
tr|A7EZZ6|A7EZZ6_SCLS1	HOG:E0441088	Sclerotiniaceae	5133.960976903931	525	1.0	0.9999967399498358	525	531	554	1.0
tr|A7EZZ7|A7EZZ7_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	69	N/A	N/A
tr|A7EZZ8|A7EZZ8_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	137	N/A	N/A
tr|A7EZZ9|A7EZZ9_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	34	N/A	N/A
tr|A7F000|A7F000_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	41	N/A	N/A
tr|A7F001|A7F001_SCLS1	HOG:E0477621	saccharomyceta	6260.071516145614	1179	1.0	0.9998229667374322	1179	1185	1194	1.0
tr|A7F002|A7F002_SCLS1	HOG:E1029587	saccharomyceta	5024.807315814147	763	1.0	0.9999337144031047	763	769	767	1.0
tr|A7F003|A7F003_SCLS1	HOG:E0477131	saccharomyceta	3338.864883768865	539	1.0	0.999907934929499	539	545	543	1.0
tr|A7F004|A7F004_SCLS1	HOG:E1033650.1c.11d.12c	saccharomyceta	2521.1467961988287	304	1.0	0.9999885992284163	304	310	300	1.0
tr|A7F005|A7F005_SCLS1	HOG:E0442351.3k	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1)	6306.181851420686	819	1.0	0.9999997931122011	66	825	824	1.0
tr|A7F006|A7F006_SCLS1	HOG:E0442036	Helotiales	3629.839189842797	450	1.0	0.9999949343835911	450	470	471	1.0
tr|A7F007|A7F007_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	82	N/A	N/A
tr|A7F008|A7F008_SCLS1	HOG:E0477998	saccharomyceta	5334.474283791907	983	1.0	0.9998473669590455	983	989	988	1.0
tr|A7F009|A7F009_SCLS1	HOG:E0803092.6b.5a	saccharomyceta	4774.844931873419	874	1.0	0.9998196189166869	874	880	834	1.0
tr|A7F010|A7F010_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	64	N/A	N/A
tr|A7F011|A7F011_SCLS1	HOG:E0464162	sordariomyceta	4021.502745407055	527	1.0	0.9999702614462431	527	533	534	1.0
tr|A7F012|A7F012_SCLS1	HOG:E0441680	Sclerotiniaceae	4119.021676744227	420	1.0	0.9999979342566749	420	426	350	1.0
tr|A7F013|A7F013_SCLS1	HOG:E1033146	saccharomyceta	1460.1683991201658	224	1.0	0.9999452781771966	224	230	297	1.0
tr|A7F014|A7F014_SCLS1	HOG:E0442831	Leotiomycetes	4662.2764472382205	537	1.0	0.9999929971614744	537	543	527	1.0
tr|A7F015|A7F015_SCLS1	HOG:E0466072	leotiomyceta	6700.968582523464	1206	1.0	0.9998817855655862	1206	1212	1227	1.0
tr|A7F016|A7F016_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	119	N/A	N/A
tr|A7F017|A7F017_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	97	N/A	N/A
tr|A7F018|A7F018_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	53	N/A	N/A
tr|A7F019|A7F019_SCLS1	HOG:E0467036.3b.2b	Leotiomycetes	1800.020877477793	319	1.0	0.9999976646756036	196	340	334	1.0
tr|A7F020|A7F020_SCLS1	HOG:E0802571.6f	saccharomyceta	5633.525266893701	905	1.0	0.9999263197316267	905	911	888	1.0
tr|A7F021|A7F021_SCLS1	HOG:E0475270	Pezizomycotina	2037.5295968417995	319	1.0	0.9999414256756084	319	325	342	1.0
tr|A7F022|A7F022_SCLS1	HOG:E0802244.1b	saccharomyceta	2984.7913538482658	502	1.0	0.9998790678122282	502	508	554	1.0
tr|A7F023|A7F023_SCLS1	HOG:E0802733.8g.16f.13a.25a	Pezizomycotina	573.4879897198585	139	0.24182004476646277	0.21473204886011563	119	578	575	0.9358752166377816
tr|A7F024|A7F024_SCLS1	HOG:E0441145	Sclerotiniaceae	7948.383619303844	875	1.0	0.9999941538523499	875	881	950	1.0
tr|A7F025|A7F025_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	66	N/A	N/A
tr|A7F026|A7F026_SCLS1	HOG:E0465717	leotiomyceta	1681.234744617358	259	1.0	0.9999567040260893	259	265	286	1.0
tr|A7F027|A7F027_SCLS1	HOG:E0465187.1a	Helotiales	6139.0262900673415	791	1.0	0.9999949218449367	779	797	905	1.0
tr|A7F028|A7F028_SCLS1	HOG:E0477489.1a	saccharomyceta	2994.8506222917904	509	1.0	0.999920667933121	509	515	500	1.0
tr|A7F029|A7F029_SCLS1	HOG:E0802759.9g	saccharomyceta	2089.4331672819562	333	1.0	0.999923376282488	333	339	370	1.0
tr|A7F030|A7F030_SCLS1	HOG:E0441679	Sclerotiniaceae	11389.878043378249	1309	1.0	0.9999940786204231	1309	1316	1322	1.0
tr|A7F031|A7F031_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	59	N/A	N/A
tr|A7F032|A7F032_SCLS1	HOG:E0479882.1a	leotiomyceta	4625.446099064837	614	1.0	0.9999875209041312	572	620	605	1.0
tr|A7F033|A7F033_SCLS1	HOG:E0792933.5cn.104a	Helotiales	2836.9766986029076	316	1.0	0.9999970941668248	250	322	319	1.0
tr|A7F034|A7F034_SCLS1	HOG:E1027859.1a.4c.11b.11b	saccharomyceta	996.6389081953436	251	0.2541154659919025	0.24130558586754847	237	988	397	0.6636271529888551
tr|A7F035|A7F035_SCLS1	HOG:E0473070	leotiomyceta	1653.8643238251384	190	1.0	0.9999930316427741	190	196	185	1.0
tr|A7F036|A7F036_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	51	N/A	N/A
tr|A7F037|A7F037_SCLS1	HOG:E0477975	saccharomyceta	2262.461658846858	336	1.0	0.9999609859765932	336	342	377	1.0
tr|A7F038|A7F038_SCLS1	HOG:E0800249.2e	leotiomyceta	98.681267917886	20	0.38411342740426574	0.3653830386488149	19	58	513	0.9649122807017544
tr|A7F039|A7F039_SCLS1	HOG:E0830873.1a	saccharomyceta	131.79221818819423	25	0.22295306040538274	0.2232045776610565	25	118	219	0.5811965811965812
tr|A7F040|A7F040_SCLS1	HOG:E0802718.1b.2b	saccharomyceta	2614.8904306927607	425	1.0	0.9999412031144914	425	431	445	1.0
tr|A7F041|A7F041_SCLS1	HOG:E0802108.3b	saccharomyceta	287.95493348988447	40	0.6348428288282142	0.6349093626702597	40	69	99	0.6617647058823529
tr|A7F042|A7F042_SCLS1	HOG:E0801610.10ap.110a	saccharomyceta	1074.9104325537487	124	1.0	0.999996022111867	124	130	133	1.0
tr|A7F043|A7F043_SCLS1	HOG:E0801785.9ak.96c	saccharomyceta	1104.395041898944	133	1.0	0.9999958308973862	133	140	137	1.0
tr|A7F044|A7F044_SCLS1	HOG:E0471650	leotiomyceta	5221.233794750923	738	1.0	0.9999774962498765	738	744	786	1.0
sp|A7F045|ATG4_SCLS1	HOG:E0479366.1b	saccharomyceta	2655.3974399693598	430	0.9907655881879687	0.9907176511648417	430	440	440	1.0
tr|A7F046|A7F046_SCLS1	HOG:E0792940.5axw	saccharomyceta	2961.0446605487805	532	1.0	0.9998634101674495	532	538	540	1.0
tr|A7F047|A7F047_SCLS1	HOG:E0441631	Sclerotiniaceae	2148.285138841186	204	1.0	0.999998871521097	204	210	245	1.0
tr|A7F048|A7F048_SCLS1	HOG:E0483254.1b.1a	sordariomyceta	2820.2819524426127	456	1.0	0.9999460775164196	422	462	623	1.0
tr|A7F049|A7F049_SCLS1	HOG:E0466004.2a	Helotiales	2829.2555719524007	458	1.0	0.9999978214087846	395	464	435	1.0
tr|A7F050|A7F050_SCLS1	HOG:E0482698	saccharomyceta	5876.158182606139	1113	1.0	0.9996871856480957	1113	1119	1263	1.0
tr|A7F051|A7F051_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	285	N/A	N/A
tr|A7F052|A7F052_SCLS1	HOG:E0824252.2a	Leotiomycetes	198.51227682105002	42	0.2479491543796909	0.185895771391054	29	175	304	0.7931034482758621
tr|A7F053|A7F053_SCLS1	HOG:E0793104.5fq	saccharomyceta	338.0835300696763	76	0.17694686735538817	0.1611902991416617	69	434	529	0.5842956120092379
tr|A7F054|A7F054_SCLS1	HOG:E0466211	leotiomyceta	660.5380369205201	124	0.6770150079759354	0.6775447653634126	124	189	357	0.9787234042553191
tr|A7F055|A7F055_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	78	N/A	N/A
tr|A7F056|A7F056_SCLS1	HOG:E0831966.3a	Pezizomycotina	6194.320051585735	1098	1.0	0.9998918791824406	1041	1104	778	1.0
tr|A7F057|A7F057_SCLS1	HOG:E0801836.5c	saccharomyceta	1489.4564588814835	195	1.0	0.9999869535300161	195	216	208	1.0
tr|A7F058|A7F058_SCLS1	HOG:E0801867.6a.14b	saccharomyceta	4800.3316158195485	786	1.0	0.9998992550459369	786	792	742	1.0
tr|A7F059|A7F059_SCLS1	HOG:E0464385	sordariomyceta	5355.581307499542	834	1.0	0.9999641112362218	834	840	858	1.0
tr|A7F060|A7F060_SCLS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	63	N/A	N/A
